% The same data set as 'plantanimal.arff'
%
% \bibitem{Dzeroskietal_2000}
%   D\v{z}eroski, S., Dem\v{s}ar, D., and Grbovi\'{c}, J. (2000):
%   Predicting chemical parameters of river water quality from bioindicator data.
%   \emph{Applied Intelligence,} 13(1): 7--17.
%
% PLANTS
% sifra( 25400, 'CHLOROPHYTA', 'Cladophora', 'sp.', 'b-a', 2, 2.3).
% sifra( 29600, 'CHLOROPHYTA', 'Gongrosira', 'incrustans', 'b', 2, 2).
% sifra( 30400, 'CHLOROPHYTA', 'Oedogonium', 'sp.', 'o-b', 3, 1.4).
% sifra( 33400, 'CHLOROPHYTA', 'Stigeoclonium', 'tenue', 'a', 3, 2.8).
% sifra( 17300, 'BACILLARIOPHYTA', 'Melosira', 'varians', 'b', 2, 1.7).
% sifra( 19400, 'BACILLARIOPHYTA', 'Nitzschia', 'palea', 'b-a', 1, 2.6).
% sifra( 34500, 'RHODOPHYTA', 'Audouinella(Chantransia)', 'chalybea', 'b-a', 3, 2.5).
% ANIMALS
% sifra( 38100, 'HIRUDINEA', 'Erpobdella', 'octoculata', 'a', 2, 3.0).
% sifra( 49700, 'AMPHIPODA', 'Gammarus', 'fossarum', 'o-b', 2, 1.8).
% sifra( 50390, 'EPHEMEROPTERA', 'Baetis', 'rhodani', 'o-b', 2, 1.6).
% sifra( 55800, 'TRICHOPTERA', 'Hydropsyche', 'sp.', 'b-a', 3, 2.5).
% sifra( 57500, 'TRICHOPTERA', 'Rhyacophila', 'sp.', 'o-b', 2, 1.7).
% sifra( 59300, 'DIPTERA', 'Simulium', 'sp.', 'b', 2, 2).
% sifra( 37880, 'OLIGOCHAETA', 'Tubifex', 'sp.', 'p', 3, 3.6).  
@RELATION 'waterqual.arff'

@ATTRIBUTE std_temp            numeric
@ATTRIBUTE std_pH              numeric
@ATTRIBUTE conduct             numeric
@ATTRIBUTE o2                  numeric
@ATTRIBUTE o2sat               numeric
@ATTRIBUTE co2                 numeric
@ATTRIBUTE hardness            numeric
@ATTRIBUTE no2                 numeric
@ATTRIBUTE no3                 numeric
@ATTRIBUTE nh4                 numeric
@ATTRIBUTE po4                 numeric
@ATTRIBUTE cl                  numeric
@ATTRIBUTE sio2                numeric
@ATTRIBUTE kmno4               numeric
@ATTRIBUTE k2cr2o7             numeric
@ATTRIBUTE bod                 numeric
@ATTRIBUTE 25400               numeric
@ATTRIBUTE 29600               numeric
@ATTRIBUTE 30400               numeric
@ATTRIBUTE 33400               numeric
@ATTRIBUTE 17300               numeric
@ATTRIBUTE 19400               numeric
@ATTRIBUTE 34500               numeric
@ATTRIBUTE 38100               numeric
@ATTRIBUTE 49700               numeric
@ATTRIBUTE 50390               numeric
@ATTRIBUTE 55800               numeric
@ATTRIBUTE 57500               numeric
@ATTRIBUTE 59300               numeric
@ATTRIBUTE 37880               numeric

@DATA
0.662302529581739,23.7220525901153,2.973240868994,5.34370581459125,4.44680855469595,0.0,3.54643298312613,0.403047084780043,2.36222195210906,0.232043564105463,0.189460454356621,1.45953326313508,1.66332396686902,1.02699042036879,0.841600371646971,0.203595677156795,3,0,0,0,0,3,1,0,5,5,5,1,3,3
2.02586656107356,23.7220525901153,3.29843908904022,4.10098353212817,4.07290273027707,0.155396203392399,3.38881373943164,0.345468929811465,2.17815270908757,0.21094869464133,0.526279039879504,1.73901835607584,2.21776528915869,0.837807974511382,0.712491223723856,0.150483761376762,0,1,0,3,1,1,3,0,5,3,5,1,3,0
3.25307418941619,23.421773443405,2.74095642610384,3.64531869522504,4.15747666675277,0.699282915265795,2.95536081927178,0.460625239748621,3.098498924195,0.0970363995350118,0.315767423927702,0.776347480391,3.18803760316561,0.85132100635834,0.707709403430407,0.24785560697349,1,3,0,0,1,0,1,0,5,3,3,0,1,3
3.75954082968458,24.0223317368256,2.65733402666338,3.23107793440401,3.87704729843861,0.0,3.03417044111903,6.96695675119789,1.93272705172559,0.147664086248931,0.210511615951802,0.817752679345187,2.63359628087594,0.918886165593129,0.7364003251911,0.416043340276929,3,3,0,0,3,3,1,3,5,1,3,1,0,0
1.92846913025271,23.1214942966947,2.33213580661717,4.5152242929492,4.42900351543791,0.699282915265795,3.11298006296627,0.633359704654353,2.14747450191732,0.189853825177197,0.357869747118063,1.07653517280885,2.59894369823284,0.85132100635834,0.827254910766625,0.345227452570218,0,0,1,0,0,1,0,0,3,0,0,1,0,3
2.86348446613281,23.421773443405,2.8338702032599,3.47962239089663,3.80582714140644,0.815830067810094,3.70405222682063,0.23031261987431,2.05543988040658,0.147664086248931,0.399972070308423,1.46988456287363,2.21776528915869,1.18914680253228,0.937236777515945,0.637342989360402,0,0,0,0,0,5,0,0,5,0,1,0,0,0
0.506466640268389,23.1214942966947,2.79670469239748,6.0893391840691,4.95870343336465,0.155396203392399,3.19178968481352,0.287890774842888,2.4542565736198,0.160321007927411,0.126306969571081,1.04548127359321,3.0840798552363,0.716190687888762,0.535563872866254,0.212447663120134,0,5,0,0,1,3,0,3,5,0,3,0,0,0
1.07137173902928,23.421773443405,2.96394949127839,4.68092059727761,4.11741532842217,0.0,3.34940892850802,0.403047084780043,3.0371425098545,0.18563485128437,0.294716262332522,1.14899427097868,2.73755402880525,0.864834038205298,0.463836568464524,0.300967522753523,0,3,0,0,0,0,0,1,3,3,0,0,1,3
2.53233320134194,23.1214942966947,1.90473243169928,3.81101499955345,4.01948761250294,0.427339559329097,2.52190789911192,0.633359704654353,1.41119752983138,0.307985094176342,0.315767423927702,0.703888382221173,1.5247136362966,0.891860101899213,0.473400209051421,0.230151635046812,0,0,0,0,0,3,0,0,5,0,1,0,1,1
0.759699960402583,24.6228900302463,3.09402877929688,5.34370581459125,4.50467493228458,0.427339559329097,3.58583779404976,0.287890774842888,2.30086553776856,0.156102034034584,0.189460454356621,1.36637156548816,2.66824886351905,0.810781910817467,0.583382075800741,0.239003621010151,0,1,0,0,0,3,0,0,1,3,1,0,3,0
3.6231844265354,24.322610883536,2.6852081598102,3.56247054306084,4.2153430443414,0.155396203392399,3.11298006296627,0.575781549685776,1.59526677285287,0.118131268999145,0.0842046463807206,0.859157878299374,2.21776528915869,0.986451324827918,0.363418342302101,0.239003621010151,1,5,0,0,1,1,1,1,0,0,1,0,0,0
4.01277414981877,22.8212151499843,3.44710113248992,2.85826124966509,3.51204399364875,0.0,3.62524260497338,0.863672324528664,2.02476167323633,0.156102034034584,0.842046463807206,1.44918196339653,2.56429111558973,1.09455557960358,0.745963965777997,0.442599298166946,5,3,5,0,1,3,3,3,5,0,0,1,0,3
0.681782015745908,22.8212151499843,3.03828051300324,5.67509842324808,4.73614044263913,0.427339559329097,3.8222666595915,0.403047084780043,3.15985533853549,0.164539981820237,0.105255807975901,1.54234366104345,1.73262913215522,1.2161728662262,0.750745786071445,0.32752348064354,0,1,0,1,0,3,1,0,5,5,5,0,3,5
2.04534604723772,23.7220525901153,2.58300300493853,4.4738002168671,4.45125981451046,0.271943355936698,3.62524260497338,0.460625239748621,3.25188996004623,0.232043564105463,0.715739494236125,1.35602026574961,2.18311270651558,0.85132100635834,0.76987306724524,0.283263550826845,0,0,0,1,1,3,1,3,5,1,3,1,0,3
